-η,-,-,,,αις,αις,-αις,-αις,"('f',)",Dative,Plural,True
-η,-,-,,,ην,ην,-ην,-ην,"('f',)",Accusative,Singular,True
-η,-,-,,,ᾱ,α,-ᾱ,-α,"('f',)",Accusative,Dual,True
-η,-,-,,,ᾱς,ας,-ᾱς,-ας,"('f',)",Accusative,Plural,True
-η,-,-,,,η,η,-η,-η,"('f',)",Vocative,Singular,True
-η,-,-,,,ᾱ,α,-ᾱ,-α,"('f',)",Vocative,Dual,True
-η,-,-,,,αι,αι,-αι,-αι,"('f',)",Vocative,Plural,True
-θήκη,-θήκ,-θηκ,,,η,η,-θήκη,-θηκη,"('f',)",Nominative,Singular,True
-θήκη,-θήκ,-θηκ,,,ᾱ,α,-θήκᾱ,-θηκα,"('f',)",Nominative,Dual,True
-θήκη,-θήκ,-θηκ,,,αι,αι,-θῆκαι,-θηκαι,"('f',)",Nominative,Plural,False
-θήκη,-θήκ,-θηκ,,,ης,ης,-θήκης,-θηκης,"('f',)",Genitive,Singular,True
-θήκη,-θήκ,-θηκ,,,αιν,αιν,-θήκαιν,-θηκαιν,"('f',)",Genitive,Dual,True
-θήκη,-θήκ,-θηκ,,,ῶν,ων,-θηκῶν,-θηκων,"('f',)",Genitive,Plural,False
-θήκη,-θήκ,-θηκ,,,ῃ,ῃ,-θήκῃ,-θηκῃ,"('f',)",Dative,Singular,True
-θήκη,-θήκ,-θηκ,,,αιν,αιν,-θήκαιν,-θηκαιν,"('f',)",Dative,Dual,True
-θήκη,-θήκ,-θηκ,,,αις,αις,-θήκαις,-θηκαις,"('f',)",Dative,Plural,True
-θήκη,-θήκ,-θηκ,,,ην,ην,-θήκην,-θηκην,"('f',)",Accusative,Singular,True
-θήκη,-θήκ,-θηκ,,,ᾱ,α,-θήκᾱ,-θηκα,"('f',)",Accusative,Dual,True
-θήκη,-θήκ,-θηκ,,,ᾱς,ας,-θήκᾱς,-θηκας,"('f',)",Accusative,Plural,True
-θήκη,-θήκ,-θηκ,,,η,η,-θήκη,-θηκη,"('f',)",Vocative,Singular,True
-θήκη,-θήκ,-θηκ,,,ᾱ,α,-θήκᾱ,-θηκα,"('f',)",Vocative,Dual,True
-θήκη,-θήκ,-θηκ,,,αι,αι,-θῆκαι,-θηκαι,"('f',)",Vocative,Plural,False
-ῐᾰ,-ῐ,-ι,,,ᾰ,α,-ῐᾰ,-ια,"('f',)",Nominative,Singular,True
-ῐᾰ,-ῐ,-ι,,,ᾱ,α,-ῐᾱ,-ια,"('f',)",Nominative,Dual,True
-ῐᾰ,-ῐ,-ι,,,αι,αι,-ῐαι,-ιαι,"('f',)",Nominative,Plural,True
